Transactions for CHECKING-5550,,,,,
Date,Check Number,Description,Debit,Credit,Running Balance
04/12/2019,0, PEACHTREE INDUSTRIAL       DULU,5.04,0,34.19
04/11/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,19.24
04/11/2019,0, QUIKTRIP                   DULU,10.01,0,9.23
04/10/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,24.24
04/09/2019,0, WALGREENS 25 P             ATLA,1.87,0,29.24
04/09/2019,0, WALGREENS 25 P             ATLA,2.81,0,31.11
04/08/2019,0, DAIRY QUEEN #41248         NORC,7.62,0,63.26
04/08/2019,0, PEACHTREE INDUSTRIAL       DULU,10.02,0,70.88
04/08/2019,0, VIP BILLIARDS              DULU,14.00,0,33.92
04/08/2019,0, KROGER 38 3455             DULU,15.34,0,47.92
04/05/2019,0, CMSVEND*GEORGIA VENDIN     ALPH,2.00,0,80.90
04/05/2019,0, GSU PANTHER DINING RET     ATLA,2.89,0,93.34
04/05/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,96.23
04/05/2019,0, SQU*SQ *THE TAQUERIA O     ATLA,10.44,0,82.90
04/04/2019,0, GSU PANTHER DINING RET     ATLA,2.89,0,101.23
04/04/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,104.12
04/04/2019,0, FELLINI S PIZZA-PONCE      ATLA,6.57,0,109.12
04/03/2019,0, GSU PARKING DECK SKN       ATLA,2.00,0,115.69
04/02/2019,0, GSU PANTHER DINING RET     ATLA,3.80,0,129.18
04/02/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,132.98
04/02/2019,0, SQU*SQ *THE TAQUERIA O     ATLA,11.49,0,117.69
04/01/2019,0, GSU PARKING DECK G         ATLA,2.00,0,164.98
04/01/2019,0, VIP BILLIARDS              DULU,27.00,0,137.98
03/29/2019,0, CMSVEND*GEORGIA VENDIN     ALPH,1.75,0,193.39
03/29/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,201.33
03/29/2019,0, QUIZNOS #4562              ATLA,6.19,0,195.14
03/29/2019,0, QUIKTRIP                   DULU,26.41,0,166.98
03/28/2019,0, ROSAS PIZZA I              ATLA,2.45,0,216.36
03/28/2019,0, CHEVRON 0380929            ATLA,10.03,0,206.33
03/27/2019,0, KROGER 38 3455             DULU,1.92,0,218.81
03/27/2019,0, DAIRY QUEEN #41248         NORC,4.23,0,225.73
03/27/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,220.73
03/26/2019,0, SQUARE INC       JAHMI      T20,2.50,0,254.96
03/26/2019,0, GSU PANTHER DINING RET     ATLA,2.71,0,260.35
03/26/2019,0, GSU PANTHER DINING RET     ATLA,2.89,0,257.46
03/26/2019,0, VENMO            PAYMENT    188,25.00,0,229.96
03/25/2019,0, PAYPAL           VERIFYBANK    ,0,0.10,173.26
03/25/2019,0, PAYPAL           VERIFYBANK    ,0,0.19,173.45
03/25/2019,0, PAYPAL           TRANSFER      ,0,100.00,273.45
03/25/2019,0, PAYPAL           VERIFYBANK 100,0.29,0,263.06
03/25/2019,0, THE HOME DEPOT             DULU,10.10,0,263.35
03/21/2019,0, LA PARRILLA #14            NORC,40.00,0,173.16
03/20/2019,0, SQUARE INC       LAJOY      T20,20.00,0,213.16
03/20/2019,0, QUIKTRIP                   DULU,23.50,0,257.01
03/20/2019,0, ZIN LENOX P2P              ATLA,23.85,0,233.16
03/18/2019,0, 7-ELEVEN                   WINT,0.99,0,355.12
03/18/2019,0, ATM CASH WITHDRAWAL FEE  ,3.00,0,305.13
03/18/2019,0, ZAXBY S #60201             OCOE,3.16,0,356.11
03/18/2019,0, SQUARE INC       DENZE      T20,4.00,0,285.51
03/18/2019,0, SPEEDWAY 06909             WINT,4.49,0,389.75
03/18/2019,0, SQUARE INC       DENZE      T20,5.00,0,280.51
03/18/2019,0, SUBWAY        00598474     ATLA,5.44,0,414.50
03/18/2019,0, ZAXBY S #60201             OCOE,8.24,0,359.27
03/18/2019,0, SICILY PIZZA               DAYT,8.42,0,367.51
03/18/2019,0, WENDY S #11721             WINT,13.82,0,375.93
03/18/2019,0, FLASH FDS 272              VALD,15.62,0,289.51
03/18/2019,0, CITGO                      VALD,20.26,0,394.24
03/18/2019,0, 0318 RT22007          000000001,23.00,0,308.13
03/18/2019,0, 7-ELEVEN                   WINT,23.99,0,331.13
03/15/2019,0, SAXBYS - GSU               ATLA,1.35,0,438.68
03/15/2019,0, SAXBYS - GSU               ATLA,6.53,0,440.03
03/15/2019,0, CRACKER B 3316             WINT,8.39,0,419.94
03/15/2019,0, QUIKTRIP                   DULU,10.35,0,428.33
03/14/2019,0, MARTA                      ATLA,5.00,0,446.56
03/13/2019,0, GEORGIA DEPARTME GASTTAXRFD    ,0,82.00,392.82
03/13/2019,0, ALLY BANK        P2P           ,0,200.00,592.82
03/13/2019,0, CMSVEND*GEORGIA VENDIN     ALPH,1.75,0,454.56
03/13/2019,0, QT 831        07008311     DULU,2.85,0,456.31
03/13/2019,0, VENMO            PAYMENT    184,3.00,0,451.56
03/13/2019,0, MAVIS SE DULUTH 602        DULU,133.66,0,459.16
03/12/2019,0, IRS  TREAS 310     TAX REF     ,0,198.00,355.34
03/12/2019,0, CMSVEND*GEORGIA VENDIN     ALPH,1.50,0,345.73
03/12/2019,0, CMSVEND*GEORGIA VENDIN     ALPH,2.00,0,343.73
03/12/2019,0, PANDA EXPRESS #3101        ATLA,8.11,0,347.23
03/12/2019,0, MARTA                      ATLA,10.00,0,333.73
03/12/2019,0, QUIKTRIP                   DULU,22.91,0,310.82
03/11/2019,0, SAXBYS - GSU               ATLA,1.08,0,189.44
03/11/2019,0, SQC*JALIA WASHINGTO        4153,5.00,0,157.34
03/11/2019,0, SAXBYS - GSU               ATLA,6.85,0,190.52
03/11/2019,0, KROGER 38 3455             DULU,27.10,0,162.34
03/08/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,197.37
03/07/2019,0, MARTA                      ATLA,5.00,0,202.37
03/07/2019,0, SAXBYS - GSU               ATLA,5.31,0,227.37
03/07/2019,0, BIRD APP                   8662,10.00,0,217.37
03/07/2019,0, SQU*SQ *CAFE HOT WING      ATLA,10.00,0,207.37
03/06/2019,0, CMSVEND*GEORGIA VENDIN     ALPH,1.25,0,275.73
03/06/2019,0, CMSVEND*GEORGIA VENDIN     ALPH,1.50,0,274.23
03/06/2019,0, GSU PARKING DECK SKN       ATLA,10.00,0,276.98
03/06/2019,0, VENMO            PAYMENT    181,16.67,0,232.68
03/06/2019,0, QUIKTRIP                   DULU,24.88,0,249.35
03/05/2019,0, VENMO            PAYMENT    181,4.10,0,286.98
03/04/2019,0, GSU PARKING DECK SKN       ATLA,5.00,0,301.08
03/04/2019,0, PCA ATLANTA LOT 30         ATLA,8.00,0,306.08
03/04/2019,0, VALERO 7                   ATLA,10.00,0,291.08
